#21_and_31
review_text,label
"Excellent product. Good workmanship. Excellent quality. Not too thin or too thin.",Genuine
"the only dislike is they are a little wide, which is a nice bonus.",Genuine
"New Balance no longer goes under my arms. Not good. These have a nice look.",Genuine
"Just like the ones I bought. The wide width is good enough. The pockets are nice and the",Genuine
"Awesome shirt with a perfect fit. The only problem is that it comes with a small button that doesn",Genuine
"listened to everyone else and it has kept me cool. I will keep this bag in my collection",Genuine
"Sweet jacket dude. S*** packs are a little tight on me but otherwise they are great!Very",Genuine
"Arrived on time, great shoes, and will be buying more in the future.",Genuine
"Third time I have ordered this item, the chain is too large. The chain is just too",Genuine
"My children loves them. He looks forward to wearing them. Love it.",Genuine
"My son loved these. Size was a little small, but I will keep them.",Genuine
"Like these bras very much. They are comfortable and comfortable. I am a 40 year old",Genuine
"Lots of likes out of this item, and the quality is great.Nice bag!Very pretty.",Genuine
"Nice cross body, love the material. The only problem is that it's a little too large for",Genuine
"They are not sized the way they should be, and I will keep them for the next couple of",Genuine
"very comfortable. Great look, nice quality, and very comfortable. Also, the heel is",Genuine
"Love the color, spacious and comfortable. The only problem is that it's a little too large for",Genuine
"These are my favorite! They have the wide width and fit perfectly. They are warm and",Genuine
"got the product on time, and it arrived on time. I will keep this bag in my collection",Genuine
"Nephew loves the color and looks great. He is 5'10 and wearing a size",Genuine
"These are dainty and beautiful, and I love the look. I will keep them for a",Genuine
"A little smaller that i expected. The wide width is good but not for me.Very pretty.",Genuine
"This Maltese cross is one of my favorite pieces of jewelry I own. I have a wide foot",Genuine
"Great quality and very comfortable. The only problem is that it's a little too large for",Genuine
"Works great! Nice and thick material. The pieces are sturdy and will stand up to the abuse of",Genuine
"they are fun to play with. The pieces are sturdy and the pieces are just the right size.",Genuine
"Purchased for a birthday gift. She loves it!Very good quality.",Genuine
"Super cute and excellent quality. The pieces are sturdy and will stand up to the abuse of the",Genuine
"good exercise for the brain, and an easy way to practice spatial reasoning.",Genuine
"Great toy for either boy or girl, and very fun for all ages!My daughter loves the Lego",Genuine
"Of course boys love grenades! We have had the opportunity to play with this for a couple of years",Genuine
"Got it to keep jewelry safe. The pieces are sturdy and its easy for my kids to throw.",Genuine
"Light weight and easy to use. The pieces are sturdy and will stand up to the abuse of the",Genuine
"Keeps him occupied. I thought this would be a good addition to our growing collection.",Genuine
"Super Brand New! Great Product!!My daughter loves this!Very cute and easy to use!Very",Genuine
"these were great as pinata, but the pieces were a little hard to make up.",Genuine
"got it for my son and he loves it!Very good quality. My son loves this toy.",Genuine
"My mom loved her action figure. The pieces are sturdy and she's happy with the purchase.",Genuine
"Doesn't stay open so my son has to play with it. The only reason I",Genuine
"Great buy will recommend anyone who has the time to try this out.My son loves this!Great",Genuine
"Schleich and Papo are the perfect size and the materials are thick enough to make a sturdy",Genuine
"Fun to make but not what I expected. Not sure if it's just the paint job or",Genuine
"Smaller than anticipated. Just what I expected. Not too big or too small.",Genuine
"i love fnaf so i know it will be a hit for him.he loves this! he",Genuine
"my grandson is going to love it! It is a great starter for him!Very nice.",Genuine
"Great Slide. But needs more time to get the pieces in place. Also need to fix the slide",Genuine
"Our 8 year old loved this set and the materials are good. My son loves to throw the",Genuine
"This is such a fun little set, and the instructions are easy to follow. I would recommend.",Genuine
"So soft and cute. Great for an older child.Very cute. My son loves this!",Genuine
"Set up was a breeze, and it took me about 15 minutes to assemble.",Genuine
"Super cute, my niece has been playing with it for awhile now. My 2 year old has",Genuine
"Perfect addition. to vtech Go! We have the Go! Go! Go! Go! Go",Genuine
"What a kid expects in a toy, and the instructions are pretty easy for a child to follow.",Genuine
"My almost 2 year old loves it and the materials are good. My 2 year old has a",Genuine
"Loved by our 4, 8 and 9 year olds. They all love this toy!Very",Genuine
"Great purchase came in a timely manner and the box was sealed properly. My son loves this toy.",Genuine
"This is a game, with lots of fun and lots of replayability.",Genuine
"Great to play with in the bath, the kids love it. My son loves to play with",Genuine
"I love ravensburger puzzles. the colors are vibrant and the pieces are sturdy.",Genuine
"The box is awesome and looks great, the materials are thick and sturdy, and the figures are sturdy",Genuine
"Tank looked wonderful. A bit small for the price, but I will admit that it's been a",Genuine
"My son loves Rocky, he plays with the pieces and trains them all the time.",Genuine
"This is the cutest thing ever. The pieces are just too large. My son loves this and",Genuine
"I forgot how boring this was. The pieces are just too small. My son loves this and we",Genuine
"Cute costume. Quality is what it is, the materials are good, and the quality is decent",Genuine
"Very cute arrived on time and in great condition.Very good quality. My son loves this!Great",Genuine
"Screen lights up in nearly every picture, and the sound effects are pretty loud.",Genuine
"Very simple game for toddlers. Easy to learn and fun for adults.My son loves this!",Genuine
"was the perfect birthday gift for my granddaughter. She loved it.My son loves this!Great",Genuine
"My sister 6years we tried this set and she loved it. She also loves the music and",Genuine
"Great price. Great product. Fast shipping.Great quality and fun for all ages!My daughter loves",Genuine
"It wasn't the greatest toy, but it was a good value for the money.",Genuine
"Seemed a little cheaper than what I expected. Not sure if it's just the size of",Genuine
"Good quality, 3 year old loves it, and the instructions are easy to follow.",Genuine
"My granddaughter has gotten many compliments on the quality of these dolls. These dolls are very pretty.",Genuine
"these were cute but alittle small. The pieces were a bit hard to fit in the box and",Genuine
"a little difficult for little ones to grasp. We've had a lot of fun with it.",Genuine
"Item as described, would buy again. Very fun little car.",Fake
"Son really liked it. Came assembled for the most part.",Fake


